id,soru,sinif,alt_sinif,split,source,original_sinif,karar,gerekce,family_id,recipe_id
harita-ve-intikal-208,Sisli havada sadece haritayla toplanma noktasının koordinatını nasıl okuyup yön bulacağız?,savaş yönergeleri,harita ve intikal,train,existing_package,harita ve intikal,keep,good,harita ve intikal:yon-bulma:208,yon-bulma
harita-ve-intikal-213,"Sis yüzünden azimut alamıyorum, sadece haritayla belirlenen mevziye nasıl ulaşırım?",savaş yönergeleri,harita ve intikal,train,existing_package,harita ve intikal,keep,good,harita ve intikal:yon-bulma:213,yon-bulma
harita-ve-intikal-224,"Dar geçitte işaret noktalarına göre konvoyu nasıl yönlendirelim, mesafeyi nasıl tahmin edelim?",savaş yönergeleri,harita ve intikal,train,existing_package,harita ve intikal,keep,good,harita ve intikal:hareket:224,hareket
kbrn-korunma-003,Nöbet yerindeki bilinmeyen sıvıdan maskeyle nasıl güvenle uzaklaşırım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:003,maruziyet
kbrn-korunma-004,"KBRN alarmında açık alandayken ilk ne yapayım, maskem yanımda?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:004,alarm
kbrn-korunma-005,"Araç yanında şüpheli duman var, maskeyi hemen mi takayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:005,alarm
kbrn-korunma-006,"KBRN alarmı var, araç yanında ilk ne yapayım, maskeyi takayım mı?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:006,alarm
kbrn-korunma-008,"KBRN alarmı var, maske ne zaman takılacak?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:008,alarm
kbrn-korunma-009,"Nöbet yerinde kimyasal koku var, maskem takılıyken güvenli şekilde nasıl uzaklaşayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:009,maruziyet
kbrn-korunma-012,"Nöbet yerinde kimyasal koku var, dekontaminasyon noktası uzakken güvenli şekilde nasıl uzaklaşalım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:012,maruziyet
kbrn-korunma-016,"Araç yanında şüpheli duman var, maskem yanımda; önce ne yapayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:016,alarm
kbrn-korunma-017,"İntikalde kimyasal koku aldım, maskem takılıyken güvenli bölgeye nasıl uzaklaşayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:017,maruziyet
kbrn-korunma-018,"İntikal sırasında kimyasal koku aldık, dekontaminasyon noktası uzaktayken güvenli şekilde nasıl uzaklaşırız?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:018,maruziyet
kbrn-korunma-019,"İntikal sırasında bilinmeyen sıvıya maruz kaldık, dekontaminasyon noktası uzakken güvenli şekilde nasıl uzaklaşalım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:019,maruziyet
kbrn-korunma-026,"İntikal sırasında kimyasal koku alırsak, maske takılıyken bunu hangi sırayla bildirelim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:026,maruziyet
kbrn-korunma-028,"Nöbet yerinde bilinmeyen sıvı gördüm, maske takılıyken önce kime haber vereyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:028,maruziyet
kbrn-korunma-029,KBRN alarmında araç yakınındayken maskeyi ne zaman takayım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:029,alarm
kbrn-korunma-033,"Açık alanda şüpheli duman var, koruyucu ekipmanımız eksik; ilk ne yapalım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:033,alarm
kbrn-korunma-036,"Nöbet yerinde kimyasal koku aldım, dekontaminasyon noktası uzaktayken önce kime haber vereyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:036,maruziyet
kbrn-korunma-037,KBRN alarmında açık alandayken ekipmanımız eksikse ilk ne yapalım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:037,alarm
kbrn-korunma-038,"Açık alanda şüpheli duman var, koruyucu ekipman eksikken maskeyi ne zaman takayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:038,alarm
kbrn-korunma-039,"Nöbet yerinde bilinmeyen sıvı gördüm, dekontaminasyon noktası uzakken önce kime haber vereyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:039,maruziyet
kbrn-korunma-040,KBRN alarmında açık alandaysak maskeyi hemen mi takayım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:040,alarm
kbrn-korunma-042,KBRN alarmında maske yoksa araç yanında ne yapayım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:042,alarm
kbrn-korunma-043,"İntikal sırasında kimyasal koku alırsam, maskem takılıyken kime önce bildirmeliyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:043,maruziyet
kbrn-korunma-045,"İntikal sırasında üzerime bilinmeyen sıvı sıçradı, maskem takılıyken bunu kime bildirmeliyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:045,maruziyet
kbrn-korunma-050,Açık alandaki şu şüpheli dumanda maskeyi hemen mi takayım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:050,alarm
kbrn-korunma-051,"İntikalde üzerime bilinmeyen sıvı döküldü, maskem takılıyken bunu kime önce bildirmeliyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:051,maruziyet
kbrn-korunma-055,"KBRN alarmı verildi, açık alandayım ve maskem yanımda, ilk ne yapayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:055,alarm
kbrn-korunma-057,"İntikalde maskem takılıyken üzerime bilinmeyen sıvı döküldü, bunu hangi sırayla bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:057,maruziyet
kbrn-korunma-058,"İntikalde maskem takılıyken kimyasal koku alırsam bunu kime, hangi sırayla bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:058,maruziyet
kbrn-korunma-061,"Açık alanda KBRN alarmı verildi, koruyucu ekipman eksikken maskeyi ne zaman takayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:061,alarm
kbrn-korunma-066,"Araç yanında şüpheli duman var, koruyucu ekipman eksikken ilk ne yapalım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:066,alarm
kbrn-korunma-067,"Nöbet yerinde kimyasal koku alıyorum, dekontaminasyon noktası uzaktayken bunu kime ve hangi sırayla bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:067,maruziyet
kbrn-korunma-068,"İntikalde üzerime bilinmeyen sıvı sıçradı, dekontaminasyon noktası uzakken kime haber vereyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:068,maruziyet
kbrn-korunma-070,"İntikalde üzerime bilinmeyen sıvı döküldü, dekontaminasyon noktası uzakken bunu hangi sırayla bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:070,maruziyet
kbrn-korunma-071,"İntikal sırasında bilinmeyen sıvıya rastladık, dekontaminasyon noktası uzakken güvenli şekilde nasıl uzaklaşalım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:071,maruziyet
kbrn-korunma-079,"Araç yanında şüpheli duman var, koruyucu ekipman eksikken maskeyi hemen takmalı mıyım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:079,alarm
kbrn-korunma-081,"İntikal sırasında kimyasal koku aldım, dekontaminasyon noktası uzaktayken önce kime haber vereyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:081,maruziyet
kbrn-korunma-082,"İntikalde üzerime bilinmeyen sıvı döküldü, dekontaminasyon noktası uzakken bunu önce kime bildirmeliyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:082,maruziyet
kbrn-korunma-088,"İntikalde maskem takılıyken bilinmeyen sıvı gördüm, bunu kime bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:088,maruziyet
kbrn-korunma-092,KBRN alarmında araç yakınındayken maskeyi hemen mi takayım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:092,alarm
kbrn-korunma-103,"İntikalde maskem takılıyken kimyasal koku alıyorum, nasıl güvenli uzaklaşırız?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:103,maruziyet
kbrn-korunma-107,"İntikal sırasında bilinmeyen sıvıya maruz kaldık, dekontaminasyon noktası uzaktayken önce kime bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:107,maruziyet
kbrn-korunma-118,"KBRN alarmı var, aracın yanında koruyucu ekipman eksik; ilk ne yapalım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:118,alarm
kbrn-korunma-122,"Nöbet yerinde bilinmeyen sıvıya maruz kaldık, dekontaminasyon noktası uzakken önce kime haber vereyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:maruziyet:122,maruziyet
kbrn-korunma-124,KBRN alarmında açık alandaysak maskeyi hemen mi takmalıyım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:124,alarm
kbrn-korunma-140,"İntikalde üzerime bilinmeyen sıvı sıçradı, maskem takılıyken bunu kime ve nasıl bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:140,maruziyet
kbrn-korunma-142,"KBRN alarmı verildi, aracın yanındayım ve maskem yanımda; önce ne yapayım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:142,alarm
kbrn-korunma-170,"Nöbet yerinde kimyasal koku var, maskem takılıyken bunu kime önce bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:170,maruziyet
kbrn-korunma-189,"İntikal sırasında bilinmeyen sıvıya temas ettik, dekontaminasyon noktası uzakken nasıl güvenli uzaklaşırız?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:189,maruziyet
kbrn-korunma-193,"Araç yakınındaki şüpheli duman için ilk ne yapayım, maskem yanımda?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:alarm:193,alarm
kbrn-korunma-214,"Nöbet yerinde maskem takılıyken kimyasal koku alırsam bunu kime, hangi sırayla bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:214,maruziyet
kbrn-korunma-228,Araç yakınındaki şüpheli duman için koruyucu ekipmanımız yokken ilk ne yapalım?,savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,keep,good,kbrn korunma:alarm:228,alarm
kbrn-korunma-231,"Nöbet yerinde kimyasal koku var, dekontaminasyon noktası uzakken bunu kime ve hangi sırayla bildireyim?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:231,maruziyet
kbrn-korunma-234,"İntikal sırasında kimyasal koku aldık, maskeler takılıyken güvenli şekilde nasıl uzaklaşalım?",savaş yönergeleri,kbrn korunma,train,existing_package,kbrn korunma,revise,too_similar,kbrn korunma:maruziyet:234,maruziyet
mevzi-ve-gizlenme-001,Alacakaranlıkta gözetlemeye yakalanmadan doğal örtüyle nasıl gizlenebiliriz?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:001,gizlenme
mevzi-ve-gizlenme-002,Ani temas olursa tepe yamacında mevziyi nereye kurayım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:002,mevzi
mevzi-ve-gizlenme-004,Orman kenarında uzaktan gözleme karşı mevzi hazırlarken önce neye öncelik verelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:004,mevzi
mevzi-ve-gizlenme-005,Açık arazide yakın temas olursa doğal örtüyle nasıl gizlenelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:005,gizlenme
mevzi-ve-gizlenme-006,Açık arazide yakın temas ihtimaline karşı kamuflaj ağını nasıl kullanıp gizlenelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:006,gizlenme
mevzi-ve-gizlenme-008,Açık arazide gözetlemeye yakalanmadan doğal örtüyle nasıl gizlenebiliriz?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:008,gizlenme
mevzi-ve-gizlenme-010,Alacakaranlıkta yakın temas ihtimali varken doğal örtüyü kullanarak nasıl gizlenelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:010,gizlenme
mevzi-ve-gizlenme-013,Orman kenarında ani temas ihtimalinde az zaman varken önce mevzi mi yoksa gizlenme mi?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:013,mevzi
mevzi-ve-gizlenme-014,Açık arazide gözetlemeye yakalanmamak için kamuflaj ağını nasıl kullanalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:014,gizlenme
mevzi-ve-gizlenme-015,"Tepe yamacında ani temas ihtimaline karşı önce mevzi mi kazalım, gizlenmeye mi öncelik verelim?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:015,mevzi
mevzi-ve-gizlenme-016,Alacakaranlıkta gözetlemeye yakalanmamak için doğal örtüde ışık disiplinini nasıl uygularız?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:016,gizlenme
mevzi-ve-gizlenme-018,Açık arazide yakın temas ihtimaline karşı kamuflaj ağını kullanırken ışık disiplinini nasıl sağlamalıyız?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:018,gizlenme
mevzi-ve-gizlenme-019,Orman kenarında uzaktan görünmeden mevziyi nereye kazalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:019,mevzi
mevzi-ve-gizlenme-021,"Tepe yamacında uzaktan gözleme karşı, az vaktimiz varken önce mevzi mi gizlenme mi?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:021,mevzi
mevzi-ve-gizlenme-022,"Orman kenarında uzaktan gözleme karşı önce mevzi mi kazalım, gizlenmeye mi önem verelim?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:022,mevzi
mevzi-ve-gizlenme-023,Açık arazide gözetlemeye yakalanmamak için kamuflaj ağını kullanırken ışık disiplinini nasıl sağlamalıyız?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:023,gizlenme
mevzi-ve-gizlenme-029,"Tepe yamacında ani temas ihtimali varken az zamanda önce mevzi mi hazırlayalım, gizlenelim mi?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:029,mevzi
mevzi-ve-gizlenme-033,"Tepe yamacında uzaktan gözleme karşı önce mevziyi mi hazırlayalım, yoksa gizlenmeyi mi?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:033,mevzi
mevzi-ve-gizlenme-034,Alacakaranlıkta yakın temas ihtimali varken kamuflaj ağını nasıl kullanıp daha iyi gizlenebiliriz?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:034,gizlenme
mevzi-ve-gizlenme-045,Alacakaranlıkta yakın temas ihtimaline karşı kamuflaj ağını nasıl kullanalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:045,gizlenme
mevzi-ve-gizlenme-049,Uzaktan gözetlemeye karşı tepe yamacında mevziyi nereye kurmalıyız?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:049,mevzi
mevzi-ve-gizlenme-050,Uzaktan görünmeyecek mevziyi bu yamaçta nereye kuralım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:050,mevzi
mevzi-ve-gizlenme-051,Açık arazide yakın temas ihtimali varken kamuflaj ağını kullanıp ışık disiplinini nasıl sağlayalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:051,gizlenme
mevzi-ve-gizlenme-056,Tepe yamacında ani temas için mevziyi nereye kurayım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:056,mevzi
mevzi-ve-gizlenme-059,Orman kenarında uzaktan gözetlemeye karşı mevziyi nereye kazalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:059,mevzi
mevzi-ve-gizlenme-069,Alacakaranlıkta gözetlemeye yakalanmadan kamuflaj ağını nasıl kullanalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:069,gizlenme
mevzi-ve-gizlenme-102,Tepe yamacında ani temas ihtimaline karşı az zamanda önce neyi hazırlayalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,revise,unclear_meaning,mevzi ve gizlenme:mevzi:102,mevzi
mevzi-ve-gizlenme-105,"Tepe yamacında uzaktan gözetlenmeden mevziyi nereye kurayım, zaman az?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:105,mevzi
mevzi-ve-gizlenme-107,Alacakaranlıkta yakın temas ihtimali varken kamuflaj ağını kullanıp ışık disiplinini nasıl sağlayalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:107,gizlenme
mevzi-ve-gizlenme-116,Alacakaranlıkta gözetlemeye yakalanmadan kamuflaj ağını nasıl kullanıp gizlenelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:116,gizlenme
mevzi-ve-gizlenme-126,Açık arazide gözetlemeye yakalanmamak için doğal örtüde ışık disiplinini nasıl sağlarım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:126,gizlenme
mevzi-ve-gizlenme-131,Alacakaranlıkta gözetlenmemek için doğal örtüyü nasıl kullanalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:131,gizlenme
mevzi-ve-gizlenme-153,Tepe yamacında uzaktan gözleme karşı mevzi hazırlarken önce ne yapalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:153,mevzi
mevzi-ve-gizlenme-182,"Ani temas ihtimalinde, az vaktimiz varken orman kenarında mevziyi nereye kurup gizlenelim?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:182,mevzi
mevzi-ve-gizlenme-207,"Orman kenarında ani temas ihtimaline karşı, az vaktimiz varken mevzide önce neyi hazırlayalım?",savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:207,mevzi
mevzi-ve-gizlenme-215,Ani temas ihtimaline karşı tepe yamacında mevziyi nereye kurup gizlenelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:215,mevzi
mevzi-ve-gizlenme-233,Alacakaranlıkta yakın temas varken doğal örtüden nasıl gizlenelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,revise,unnatural_language,mevzi ve gizlenme:gizlenme:233,gizlenme
mevzi-ve-gizlenme-284,Tepe yamacında uzaktan gözleme karşı mevzi kazarken önce neye dikkat edelim?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:mevzi:284,mevzi
mevzi-ve-gizlenme-301,Alacakaranlıkta doğal örtü kullanırken ışık disiplinini nasıl koruyalım?,savaş yönergeleri,mevzi ve gizlenme,train,existing_package,mevzi ve gizlenme,keep,good,mevzi ve gizlenme:gizlenme:301,gizlenme
nobet-ve-emniyet-001,Sabah nöbet devrinde harita yanımdayken nelere dikkat etmeliyim?,savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:guvenlik:001,guvenlik
nobet-ve-emniyet-002,Girişte şüpheli bir hareket olursa ikili nöbette önce kime haber vereceğiz?,savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:supheli-hareket:002,supheli-hareket
nobet-ve-emniyet-003,"Sabah nöbet değişiminde mayın şüphesi varsa, haritayla nasıl güvenli hareket edelim?",savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:guvenlik:003,guvenlik
nobet-ve-emniyet-004,"Giriş noktasında şüpheli bir hareket var, tek başımayım; önce ne yapayım?",savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:supheli-hareket:004,supheli-hareket
nobet-ve-emniyet-005,"Girişte tanımadığımız bir araç var, ikili nöbette ilk ne yapalım?",savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:supheli-hareket:005,supheli-hareket
nobet-ve-emniyet-008,"Gece ikili nöbette şüpheli bir hareket gördük, ilk ne yapalım?",savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:supheli-hareket:008,supheli-hareket
nobet-ve-emniyet-009,Arazi geçişinde nöbet devrini güvenli yapmak için haritayı nasıl kullanayım?,savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:guvenlik:009,guvenlik
nobet-ve-emniyet-010,Arazi geçişinde mayın şüphesi varsa el feneriyle nasıl güvenli hareket edelim?,savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:guvenlik:010,guvenlik
nobet-ve-emniyet-011,Gece nöbetinde tek başımayken şüpheli bir hareket görürsem önce ne yapmalıyım?,savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:supheli-hareket:011,supheli-hareket
nobet-ve-emniyet-012,Sabah nöbet devrinde el feneri varken güvenlik için ne yapmalıyız?,savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:guvenlik:012,guvenlik
nobet-ve-emniyet-017,"Girişte tanımadığım bir araç var, tek başımayım, önce ne yapayım?",savaş yönergeleri,nöbet ve emniyet,train,existing_package,nöbet ve emniyet,keep,good,nöbet ve emniyet:supheli-hareket:017,supheli-hareket
